locus_tag	ftype	length_bp	gene	EC_number	COG	product
ERR2663496_04375	tRNA	76				tRNA-Thr(ggt)
ERR2663496_04376	rRNA	111				5S ribosomal RNA
ERR2663496_04377	CDS	222				hypothetical protein
ERR2663496_04378	CDS	393	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
ERR2663496_04379	CDS	2766	acrF		COG0841	Multidrug export protein AcrF
ERR2663496_04380	CDS	420	acrE			Multidrug export protein AcrE
ERR2663496_04381	CDS	1611			COG2200	putative signaling protein
ERR2663496_04382	CDS	165				hypothetical protein
ERR2663496_04383	CDS	885	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
ERR2663496_04384	CDS	297	fis		COG2901	DNA-binding protein Fis
ERR2663496_04385	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
ERR2663496_04386	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
ERR2663496_04387	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
ERR2663496_04388	CDS	243	yhdT		COG3924	putative membrane protein YhdT
ERR2663496_04389	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
ERR2663496_04390	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
ERR2663496_04391	CDS	600	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
ERR2663496_04392	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
ERR2663496_04393	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
ERR2663496_04394	CDS	1941	csrD			RNase E specificity factor CsrD
ERR2663496_04395	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
ERR2663496_04396	CDS	1053	mreC		COG1792	Cell shape-determining protein MreC
ERR2663496_04397	CDS	492	mreD		COG2891	Rod shape-determining protein MreD
ERR2663496_04398	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
ERR2663496_04399	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
ERR2663496_04400	CDS	3801				hypothetical protein
ERR2663496_04401	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
ERR2663496_04402	CDS	930	dmlR_5			HTH-type transcriptional regulator DmlR
ERR2663496_04403	CDS	204	aaeX			Protein AaeX
ERR2663496_04404	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
ERR2663496_04405	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
ERR2663496_04406	CDS	273	yhcO		COG2732	putative protein YhcO
ERR2663496_04407	CDS	267				hypothetical protein
ERR2663496_04408	CDS	264				hypothetical protein
ERR2663496_04409	CDS	471	argR_2		COG1438	Arginine repressor
ERR2663496_04410	CDS	939	mdh_3	1.1.1.37	COG0039	Malate dehydrogenase
ERR2663496_04411	CDS	630				hypothetical protein
ERR2663496_04412	CDS	666				hypothetical protein
ERR2663496_04413	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
ERR2663496_04414	CDS	900	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
ERR2663496_04415	CDS	618	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
ERR2663496_04416	CDS	579				hypothetical protein
ERR2663496_04417	CDS	1104				hypothetical protein
ERR2663496_04418	CDS	267				hypothetical protein
ERR2663496_04419	CDS	528				hypothetical protein
ERR2663496_04420	CDS	1155				hypothetical protein
ERR2663496_04421	CDS	213				hypothetical protein
ERR2663496_04422	CDS	885				hypothetical protein
ERR2663496_04423	CDS	2466				hypothetical protein
ERR2663496_04424	CDS	138				hypothetical protein
ERR2663496_04425	CDS	336				hypothetical protein
ERR2663496_04426	CDS	282				hypothetical protein
ERR2663496_04427	CDS	522				hypothetical protein
ERR2663496_04428	CDS	1428				hypothetical protein
ERR2663496_04429	CDS	252				hypothetical protein
ERR2663496_04430	CDS	465				hypothetical protein
ERR2663496_04431	CDS	447				hypothetical protein
ERR2663496_04432	CDS	339				hypothetical protein
ERR2663496_04433	CDS	954				hypothetical protein
ERR2663496_04434	CDS	1116				hypothetical protein
ERR2663496_04435	CDS	459				hypothetical protein
ERR2663496_04436	CDS	822				hypothetical protein
ERR2663496_04437	CDS	1497				hypothetical protein
ERR2663496_04438	CDS	1596				hypothetical protein
ERR2663496_04439	CDS	546				hypothetical protein
ERR2663496_04440	CDS	312				hypothetical protein
ERR2663496_04441	CDS	327				hypothetical protein
ERR2663496_04442	CDS	651				hypothetical protein
ERR2663496_04443	CDS	729	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
ERR2663496_04444	CDS	351				hypothetical protein
ERR2663496_04445	CDS	531	yejK_2			Nucleoid-associated protein YejK
ERR2663496_04446	CDS	432				hypothetical protein
ERR2663496_04447	CDS	165				hypothetical protein
ERR2663496_04448	CDS	1770				hypothetical protein
ERR2663496_04449	CDS	1167				hypothetical protein
ERR2663496_04450	CDS	270				hypothetical protein
ERR2663496_04451	CDS	531				hypothetical protein
ERR2663496_04452	CDS	195				hypothetical protein
ERR2663496_04453	CDS	273				hypothetical protein
ERR2663496_04454	CDS	303				hypothetical protein
ERR2663496_04455	CDS	384				hypothetical protein
ERR2663496_04456	CDS	216				hypothetical protein
ERR2663496_04457	CDS	684				hypothetical protein
ERR2663496_04458	CDS	231				hypothetical protein
ERR2663496_04459	CDS	453				hypothetical protein
ERR2663496_04460	CDS	390				hypothetical protein
ERR2663496_04461	CDS	945	ydgH			Protein YdgH
ERR2663496_04462	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
ERR2663496_04463	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
ERR2663496_04464	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
ERR2663496_04465	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
ERR2663496_04466	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
ERR2663496_04467	CDS	822				hypothetical protein
ERR2663496_04468	CDS	252	asr			Acid shock protein
ERR2663496_04469	CDS	93				hypothetical protein
ERR2663496_04470	CDS	507	tpx_1	1.11.1.15	COG2077	Thiol peroxidase
ERR2663496_04471	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
ERR2663496_04472	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
ERR2663496_04473	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
ERR2663496_04474	CDS	930				hypothetical protein
ERR2663496_04475	CDS	906	pgrR_2			HTH-type transcriptional regulator PgrR
ERR2663496_04476	CDS	837	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
ERR2663496_04477	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
ERR2663496_04478	CDS	591	bdcR			HTH-type transcriptional repressor BdcR
ERR2663496_04479	CDS	237	ygdR_4			putative lipoprotein YgdR
ERR2663496_04480	CDS	1245				hypothetical protein
ERR2663496_04481	CDS	852	rob_2		COG2207	Right origin-binding protein
ERR2663496_04482	CDS	846				hypothetical protein
ERR2663496_04483	CDS	1983				hypothetical protein
ERR2663496_04484	CDS	828				hypothetical protein
ERR2663496_04485	CDS	519	tpx_2	1.11.1.15	COG2077	Thiol peroxidase
ERR2663496_04486	CDS	339				hypothetical protein
ERR2663496_04487	CDS	687				hypothetical protein
ERR2663496_04488	CDS	603	sutR_3		COG1396	HTH-type transcriptional regulator SutR
ERR2663496_04489	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
ERR2663496_04490	CDS	255				hypothetical protein
ERR2663496_04491	CDS	948	uspE		COG0589	Universal stress protein E
ERR2663496_04492	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
ERR2663496_04493	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
ERR2663496_04494	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
ERR2663496_04495	CDS	1155	tap		COG0840	Methyl-accepting chemotaxis protein IV
ERR2663496_04496	CDS	984	zntB		COG0598	Zinc transport protein ZntB
ERR2663496_04497	CDS	1251	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
ERR2663496_04498	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
ERR2663496_04499	CDS	1560				hypothetical protein
ERR2663496_04500	CDS	339	emrE_1		COG2076	Multidrug transporter EmrE
ERR2663496_04501	CDS	435	uspF		COG0589	Universal stress protein F
ERR2663496_04502	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
ERR2663496_04503	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
ERR2663496_04504	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
ERR2663496_04505	CDS	1587	zraS	2.7.13.3		Sensor protein ZraS
ERR2663496_04506	CDS	456	zraP		COG3678	Zinc resistance-associated protein
ERR2663496_04507	CDS	693				hypothetical protein
ERR2663496_04508	CDS	273	hupA			DNA-binding protein HU-alpha
ERR2663496_04509	CDS	591			COG3068	putative protein
ERR2663496_04510	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
ERR2663496_04511	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
ERR2663496_04512	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
ERR2663496_04513	CDS	489	rsd		COG3160	Regulator of sigma D
ERR2663496_04514	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
ERR2663496_04515	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
ERR2663496_04516	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
ERR2663496_04517	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
ERR2663496_04518	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
ERR2663496_04519	CDS	258				hypothetical protein
ERR2663496_04520	CDS	138				hypothetical protein
ERR2663496_04521	CDS	279				hypothetical protein
ERR2663496_04522	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
ERR2663496_04523	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
ERR2663496_04524	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
ERR2663496_04525	CDS	498	rplJ		COG0244	50S ribosomal protein L10
ERR2663496_04526	CDS	705	rplA		COG0081	50S ribosomal protein L1
ERR2663496_04527	CDS	429	rplK		COG0080	50S ribosomal protein L11
ERR2663496_04528	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
ERR2663496_04529	CDS	384	secE		COG0690	Protein translocase subunit SecE
ERR2663496_04530	CDS	261	tuf1_1			Elongation factor Tu 1
ERR2663496_04531	CDS	1125				hypothetical protein
ERR2663496_04532	CDS	414	subB			Subtilase cytotoxin subunit B
ERR2663496_04533	CDS	729	ptxA	2.4.2.-		Pertussis toxin subunit 1
ERR2663496_04534	CDS	543				hypothetical protein
ERR2663496_04535	CDS	378				hypothetical protein
ERR2663496_04536	CDS	810	cdtB	3.1.-.-		Cytolethal distending toxin subunit B 
ERR2663496_04537	CDS	240				hypothetical protein
ERR2663496_04538	CDS	522				hypothetical protein
ERR2663496_04539	CDS	264				hypothetical protein
ERR2663496_04540	CDS	129				hypothetical protein
ERR2663496_04541	CDS	558	ail_3		COG3637	Attachment invasion locus protein
ERR2663496_04542	tRNA	77				tRNA-Arg(cct)
ERR2663496_04543	CDS	345				hypothetical protein
ERR2663496_04544	CDS	174				hypothetical protein
ERR2663496_04545	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
ERR2663496_04546	CDS	1044				hypothetical protein
ERR2663496_04547	CDS	531	yodB		COG3038	Cytochrome b561 
ERR2663496_04548	CDS	315				hypothetical protein
ERR2663496_04549	CDS	1587				hypothetical protein
ERR2663496_04550	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
ERR2663496_04551	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
ERR2663496_04552	CDS	798	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ERR2663496_04553	CDS	591	nikE	7.2.2.11	COG4608	Nickel import system ATP-binding protein NikE
ERR2663496_04554	CDS	1134				hypothetical protein
ERR2663496_04555	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
ERR2663496_04556	tRNA	77				tRNA-Arg(tct)
ERR2663496_04557	CDS	651	zinT		COG3443	Metal-binding protein ZinT
ERR2663496_04558	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
ERR2663496_04559	CDS	594				hypothetical protein
ERR2663496_04560	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
ERR2663496_04561	CDS	249				hypothetical protein
ERR2663496_04562	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
ERR2663496_04563	CDS	639	leuE		COG1280	Leucine efflux protein
ERR2663496_04564	CDS	363	yeaR_2		COG3615	putative protein YeaR
ERR2663496_04565	CDS	183	yoaG			Protein YoaG
ERR2663496_04566	CDS	642				hypothetical protein
ERR2663496_04567	CDS	249				hypothetical protein
ERR2663496_04568	CDS	261	tuf1_2			Elongation factor Tu 1
ERR2663496_04569	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
ERR2663496_04570	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
ERR2663496_04571	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
ERR2663496_04572	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
ERR2663496_04573	CDS	630	rplC		COG0087	50S ribosomal protein L3
ERR2663496_04574	CDS	606	rplD		COG0088	50S ribosomal protein L4
ERR2663496_04575	CDS	303	rplW		COG0089	50S ribosomal protein L23
ERR2663496_04576	CDS	822	rplB		COG0090	50S ribosomal protein L2
ERR2663496_04577	CDS	279	rpsS		COG0185	30S ribosomal protein S19
ERR2663496_04578	CDS	333	rplV		COG0091	50S ribosomal protein L22
ERR2663496_04579	CDS	702	rpsC		COG0092	30S ribosomal protein S3
ERR2663496_04580	CDS	411	rplP		COG0197	50S ribosomal protein L16
ERR2663496_04581	CDS	192	rpmC		COG0255	50S ribosomal protein L29
ERR2663496_04582	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
ERR2663496_04583	CDS	372	rplN		COG0093	50S ribosomal protein L14
ERR2663496_04584	CDS	315	rplX		COG0198	50S ribosomal protein L24
ERR2663496_04585	CDS	540	rplE		COG0094	50S ribosomal protein L5
ERR2663496_04586	CDS	306	rpsN		COG0199	30S ribosomal protein S14
ERR2663496_04587	CDS	393	rpsH		COG0096	30S ribosomal protein S8
ERR2663496_04588	CDS	534	rplF		COG0097	50S ribosomal protein L6
ERR2663496_04589	CDS	354	rplR		COG0256	50S ribosomal protein L18
ERR2663496_04590	CDS	504	rpsE		COG0098	30S ribosomal protein S5
ERR2663496_04591	CDS	180	rpmD		COG1841	50S ribosomal protein L30
ERR2663496_04592	CDS	435	rplO		COG0200	50S ribosomal protein L15
ERR2663496_04593	CDS	1332	secY		COG0201	Protein translocase subunit SecY
ERR2663496_04594	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
ERR2663496_04595	CDS	357	rpsM		COG0099	30S ribosomal protein S13
ERR2663496_04596	CDS	390	rpsK		COG0100	30S ribosomal protein S11
ERR2663496_04597	CDS	621	rpsD		COG0522	30S ribosomal protein S4
ERR2663496_04598	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
ERR2663496_04599	CDS	384	rplQ		COG0203	50S ribosomal protein L17
ERR2663496_04600	CDS	369				hypothetical protein
ERR2663496_04601	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
ERR2663496_04602	CDS	270				hypothetical protein
ERR2663496_04603	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
ERR2663496_04604	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
ERR2663496_04605	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
ERR2663496_04606	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
ERR2663496_04607	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
ERR2663496_04608	CDS	1125				hypothetical protein
ERR2663496_04609	CDS	474	smg			Protein Smg
ERR2663496_04610	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
ERR2663496_04611	CDS	537	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
ERR2663496_04612	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
ERR2663496_04613	CDS	258				hypothetical protein
ERR2663496_04614	CDS	555	yrdA		COG0663	Protein YrdA
ERR2663496_04615	CDS	1047	ansB_2	3.5.1.1	COG0252	L-asparaginase 2
ERR2663496_04616	CDS	1008				hypothetical protein
ERR2663496_04617	CDS	1137	hemW_2		COG0635	Heme chaperone HemW
ERR2663496_04618	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
ERR2663496_04619	CDS	291				hypothetical protein
ERR2663496_04620	CDS	567				hypothetical protein
ERR2663496_04621	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
ERR2663496_04622	CDS	981	yggR		COG2805	putative protein YggR
ERR2663496_04623	CDS	687				hypothetical protein
ERR2663496_04624	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
ERR2663496_04625	CDS	564				hypothetical protein
ERR2663496_04626	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
ERR2663496_04627	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
ERR2663496_04628	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
ERR2663496_04629	CDS	456	sprT			Protein SprT
ERR2663496_04630	CDS	1395	galP			Galactose-proton symporter
ERR2663496_04631	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
ERR2663496_04632	CDS	300				hypothetical protein
ERR2663496_04633	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
ERR2663496_04634	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
ERR2663496_04635	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
ERR2663496_04636	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
ERR2663496_04637	CDS	603	napC		COG3005	Cytochrome c-type protein NapC
ERR2663496_04638	CDS	450	napB		COG3043	Periplasmic nitrate reductase, electron transfer subunit
ERR2663496_04639	CDS	870	napH		COG0348	Ferredoxin-type protein NapH
ERR2663496_04640	CDS	696	napG		COG1145	Ferredoxin-type protein NapG
ERR2663496_04641	CDS	2487	napA	1.9.6.1	COG0243	Periplasmic nitrate reductase
ERR2663496_04642	CDS	264	napD		COG3062	Chaperone NapD
ERR2663496_04643	CDS	492	napF_2		COG1145	Ferredoxin-type protein NapF
ERR2663496_04644	CDS	132				hypothetical protein
ERR2663496_04645	CDS	507	eco		COG4574	Ecotin
ERR2663496_04646	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
ERR2663496_04647	CDS	651	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
ERR2663496_04648	CDS	1059	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
ERR2663496_04649	CDS	1053	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
ERR2663496_04650	CDS	1137	ompC_2		COG3203	Outer membrane porin C
ERR2663496_04651	CDS	2670	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
ERR2663496_04652	CDS	651	rcsB_2		COG2197	Transcriptional regulatory protein RcsB
ERR2663496_04653	CDS	2847	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
ERR2663496_04654	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
ERR2663496_04655	CDS	951	tal	2.2.1.2		Transaldolase
ERR2663496_04656	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
ERR2663496_04657	CDS	231				hypothetical protein
ERR2663496_04658	CDS	1044				hypothetical protein
ERR2663496_04659	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
ERR2663496_04660	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
ERR2663496_04661	CDS	1860		1.18.1.2		Ferredoxin--NADP reductase
ERR2663496_04662	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
ERR2663496_04663	CDS	3114	acrB_3		COG0841	Multidrug efflux pump subunit AcrB
ERR2663496_04664	CDS	660	cat	2.3.1.28		Chloramphenicol acetyltransferase
ERR2663496_04665	CDS	378				hypothetical protein
ERR2663496_04666	CDS	2967				Tn3 family transposase TnAs3
ERR2663496_04667	CDS	561	hin_2		COG1961	DNA-invertase hin
ERR2663496_04668	CDS	501				hypothetical protein
ERR2663496_04669	CDS	1014	xerC_7			Tyrosine recombinase XerC
ERR2663496_04670	CDS	600				hypothetical protein
ERR2663496_04671	CDS	348	emrE_2		COG2076	Multidrug transporter EmrE
ERR2663496_04672	CDS	840	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
ERR2663496_04673	CDS	705				IS6 family transposase IS26
ERR2663496_04674	CDS	1269				hypothetical protein
ERR2663496_04675	CDS	708			COG2200	putative signaling protein
ERR2663496_04676	CDS	237				hypothetical protein
ERR2663496_04677	CDS	363				hypothetical protein
ERR2663496_04678	CDS	1695	merA	1.16.1.1		Mercuric reductase
ERR2663496_04679	CDS	423	merC			Mercuric transport protein MerC
ERR2663496_04680	CDS	276	merP			Mercuric transport protein periplasmic component
ERR2663496_04681	CDS	351	merT			Mercuric transport protein MerT
ERR2663496_04682	CDS	435				ISL3 family transposase ISStma11
ERR2663496_04683	CDS	420	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
ERR2663496_04684	CDS	1023				hypothetical protein
ERR2663496_04685	CDS	1140				hypothetical protein
ERR2663496_04686	CDS	1128				hypothetical protein
ERR2663496_04687	CDS	2736	torS	2.7.13.3	COG0784	Sensor protein TorS
ERR2663496_04688	CDS	1041	torT		COG1879	Periplasmic protein TorT
ERR2663496_04689	CDS	570	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
ERR2663496_04690	CDS	186				hypothetical protein
ERR2663496_04691	CDS	1185	torC		COG3005	Cytochrome c-type protein TorC
ERR2663496_04692	CDS	2553	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
ERR2663496_04693	CDS	633	torD		COG3381	Chaperone protein TorD
ERR2663496_04694	CDS	1401				hypothetical protein
ERR2663496_04695	CDS	795	thyA_2	2.1.1.45	COG0207	Thymidylate synthase
ERR2663496_04696	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
ERR2663496_04697	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
ERR2663496_04698	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
ERR2663496_04699	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
ERR2663496_04700	CDS	714				hypothetical protein
ERR2663496_04701	CDS	219	ygdR_5			putative lipoprotein YgdR
ERR2663496_04702	CDS	1041	tas		COG0667	Protein tas
